Id,SalePrice
1461,121051.37025251759
1462,151129.0224544752
1463,177313.93169150388
1464,203172.45115590718
1465,192104.32826640306
1466,168641.2082978486
1467,183405.69236725837
1468,162090.70767138846
1469,195588.49420451483
1470,119885.37369217785
1471,195011.27108127176
1472,102850.46839368099
1473,97100.89488856496
1474,146349.8124645475
1475,119672.3501625837
1476,353807.566450626
1477,239351.13297650233
1478,269868.69614097005
1479,266946.3371567717
1480,519100.76529473497
1481,325786.99020372285
1482,204529.43609845848
1483,173125.22658831385
1484,164140.3082932909
1485,181626.14825930624
1486,195656.12232834817
1487,327818.31988468854
1488,234967.74179077122
1489,191973.1703121287
1490,242445.42247738942
1491,190775.6550343402
1492,87965.02807513143
1493,176208.4650579111
1494,279195.97758491593
1495,279122.60810938483
1496,240394.33036364533
1497,179684.52422149165
1498,165896.10679027252
1499,160262.69519677432
1500,154099.09031807331
1501,173245.29251258489
1502,149648.1946607936
1503,289332.4778252084
1504,245330.89329631254
1505,230331.73560047545
1506,186951.61234149098
1507,267283.52048473025
1508,201901.32084453997
1509,158962.23415034835
1510,143433.79114456888
1511,151004.9538490049
1512,179489.5987409618
1513,147898.49977414464
1514,152943.3903780525
1515,199643.1524317993
1516,150856.76139613922
1517,177816.7442586338
1518,130695.85279517739
1519,218011.71835861463
1520,128045.11736349821
1521,130756.66284064601
1522,178429.7798677414
1523,111950.22883414895
1524,119171.49333217306
1525,123401.61240698324
1526,107645.15081937905
1527,106101.57633193079
1528,142659.5862004753
1529,148992.49845484176
1530,193077.59643307384
1531,104525.96699728559
1532,95953.55522743083
1533,150135.23240814783
1534,124001.37872109536
1535,148184.5527584753
1536,108293.23258538329
1537,60556.76552708978
1538,144901.30424413228
1539,186436.01421732685
1540,91761.97396110409
1541,133391.9982750422
1542,140620.35267304294
1543,189586.66293923545
1544,88781.97850659449
1545,115947.67662680261
1546,132223.31700768243
1547,127759.87650128447
1548,135608.65847098324
1549,120982.06205708167
1550,131162.02221851685
1551,105371.59454312875
1552,134076.80392873194
1553,142398.18922359703
1554,125613.13367789258
1555,155930.35867230303
1556,87755.15211584464
1557,103452.62698724671
1558,103456.385739021
1559,62212.53454833603
1560,131186.46986808782
1561,121677.65312416689
1562,131936.13817826123
1563,120399.99422955075
1564,158404.85803302831
1565,143189.36820971753
1566,226886.4687441018
1567,77219.30114689108
1568,232408.5775291905
1569,124275.21943903313
1570,137504.12330283353
1571,120204.55506186011
1572,144114.87958680655
1573,232655.77985771562
1574,122030.99460352585
1575,230544.4408577766
1576,259318.6468267322
1577,178520.55546020533
1578,141761.850920813
1579,140596.08105355935
1580,190397.1951728984
1581,151031.97526831742
1582,123545.54210249719
1583,310265.94690796675
1584,223701.46826746367
1585,137823.87591485574
1586,69910.95706893124
1587,101505.62230959245
1588,157818.42524845208
1589,95071.31455654117
1590,138367.79599264872
1591,94609.32445976857
1592,111481.20530712264
1593,119366.54975100704
1594,130256.28284752657
1595,105456.13744320745
1596,218528.5056991196
1597,186354.9722267454
1598,215600.52365766856
1599,166853.22606897805
1600,153990.39534324143
1601,69566.78070683841
1602,114839.30159703607
1603,67751.17535001875
1604,267167.9105601456
1605,239588.22830269806
1606,174943.84283060726
1607,182853.57560027725
1608,206257.1824970585
1609,178790.43924543416
1610,144772.00234538352
1611,133105.0230853119
1612,170500.26809229635
1613,167171.6611410127
1614,125157.58801855081
1615,91780.8175429553
1616,78527.04365620579
1617,93117.55612975087
1618,125087.86602507342
1619,141659.7175923555
1620,161859.18634476754
1621,137566.85400490792
1622,139247.38555849716
1623,268408.03885117377
1624,212613.84811037508
1625,119013.21032063117
1626,171227.15304637118
1627,193005.73948745814
1628,286206.8889819048
1629,172435.69030945128
1630,384194.02090998425
1631,217126.4967037629
1632,233539.65005417692
1633,167199.31744983373
1634,180846.84743670712
1635,171973.06385532074
1636,154381.12063653732
1637,204333.3557577983
1638,179257.9163826342
1639,185654.18521714245
1640,259625.19888789556
1641,178279.38010754524
1642,232785.47384506778
1643,216410.49679493645
1644,234489.29483076363
1645,216608.56009301828
1646,159157.07801542626
1647,155934.50750689275
1648,130642.48171465623
1649,139522.09200246935
1650,113333.36160911893
1651,122297.80529710712
1652,101107.24030806831
1653,104765.26440047137
1654,140476.64440631066
1655,139676.58973247747
1656,136088.93896314886
1657,142290.30455465172
1658,139301.7925490031
1659,126916.00065743909
1660,156425.35742078128
1661,439763.48708632344
1662,407138.0088060922
1663,371020.8984023601
1664,561642.3278847358
1665,296500.35547454754
1666,331598.0828927756
1667,377786.7142936725
1668,334970.3546889272
1669,290747.2673111442
1670,333046.3805089565
1671,264111.72823416186
1672,447853.6630747172
1673,285822.5566857212
1674,240191.0701915942
1675,196214.15407000337
1676,196287.51282680957
1677,214479.74078257635
1678,489043.886199252
1679,386370.01549969247
1680,318063.2606471399
1681,235351.68735203356
1682,310744.1795561535
1683,189896.40327233335
1684,173838.79921060908
1685,171413.15616271153
1686,169845.66760099656
1687,169825.31489198678
1688,189427.12922248078
1689,195211.32503999615
1690,197558.5885420171
1691,184577.68150700236
1692,257569.30321455092
1693,162589.4426318398
1694,179439.71400568934
1695,163479.5210740716
1696,271801.96358116536
1697,171930.41265731846
1698,343965.85276683426
1699,306127.67782421503
1700,248913.7143868646
1701,262402.21910160925
1702,238010.49426256196
1703,235794.54544943062
1704,284304.28349320724
1705,235155.1739048891
1706,458017.46353546565
1707,210428.99729812137
1708,199484.74065019906
1709,263251.962733328
1710,219877.60040589643
1711,271388.0604517566
1712,256867.8266161195
1713,270368.6591178565
1714,223519.8497431898
1715,205113.69371240807
1716,183906.40654216925
1717,172705.73921529495
1718,139563.981395121
1719,208122.80400913648
1720,242012.6557679454
1721,162756.1245616834
1722,126635.09919632092
1723,154522.33971481022
1724,203761.80125958112
1725,235546.62870911192
1726,187528.55010759775
1727,152501.62771575962
1728,175557.1979178149
1729,163591.91452463946
1730,157551.69214907844
1731,117736.54842966874
1732,130555.73677982962
1733,113947.40526081208
1734,121356.19708877285
1735,129892.20506170024
1736,109204.417875404
1737,328936.3245029353
1738,243182.57108291655
1739,265682.88760521053
1740,225573.85909086114
1741,196837.06033998585
1742,170928.6189631731
1743,176573.2202525992
1744,327650.1238995785
1745,212455.9422413775
1746,189456.02836542536
1747,212781.68335380574
1748,234442.81088888986
1749,143127.87866761145
1750,124445.509956157
1751,254159.44742259535
1752,120728.05655998258
1753,151431.43613579785
1754,198259.5845025023
1755,163061.72267248886
1756,131336.47423739918
1757,121357.9364733407
1758,142354.13203981463
1759,155354.4407253267
1760,162180.78444319425
1761,147970.03052396906
1762,180327.55995920146
1763,178601.66637271084
1764,111945.29350935969
1765,178405.30224460099
1766,198715.97926734967
1767,240482.0254314551
1768,138574.45072029563
1769,171779.51107523043
1770,153208.69259395622
1771,122942.54553144572
1772,136622.90810179137
1773,125874.13612171901
1774,147735.0678429468
1775,141280.53232483816
1776,123924.33223507338
1777,103000.77122061433
1778,141094.07767198604
1779,116601.7283752393
1780,173320.90011562067
1781,123405.13955048523
1782,93954.54174704904
1783,143556.79855803784
1784,111111.22218708928
1785,117814.3774102748
1786,147132.88475148735
1787,169114.67816751552
1788,66550.67957981522
1789,98251.07912115086
1790,79577.70338359842
1791,197442.84132610197
1792,162811.7595188153
1793,128220.19911786192
1794,155742.18916125386
1795,134579.76381399727
1796,125791.52131862736
1797,116382.18434660052
1798,122451.37395633488
1799,111349.37788996875
1800,125178.26290839561
1801,126626.11654856382
1802,134872.8291959807
1803,150179.849510988
1804,140427.640985071
1805,137274.57946813432
1806,132567.90402426818
1807,129067.22670245932
1808,119607.4756347279
1809,120920.68082284581
1810,136032.49450909515
1811,87243.12133565865
1812,95923.30351094637
1813,119614.04681428678
1814,92395.6916332318
1815,59187.086807247164
1816,98541.71282740649
1817,104514.05374762743
1818,143397.54521330562
1819,132479.38354751279
1820,55535.4624749916
1821,120233.42409212857
1822,153318.90353132848
1823,42040.846459614375
1824,128834.31219835092
1825,140886.61447080612
1826,103284.47751796622
1827,97612.29628554889
1828,134399.50433833044
1829,117229.30906882815
1830,143389.32043994858
1831,142609.2750604998
1832,80460.03522624035
1833,139473.79352713542
1834,123128.52930985947
1835,117879.22119967532
1836,129382.52729912456
1837,89030.04408051855
1838,123757.30263281353
1839,108200.55830607445
1840,137051.7614386115
1841,136780.2807494147
1842,92462.66468458594
1843,127452.85056144574
1844,139935.3228604445
1845,140785.94464580034
1846,152111.11718540784
1847,161225.38935928402
1848,55217.51695011822
1849,108777.65664482786
1850,117509.72104603218
1851,153622.76834072865
1852,122981.38749404254
1853,127690.71296167395
1854,163360.262826109
1855,141023.93862513945
1856,223788.06006864822
1857,137487.53859473186
1858,137477.7518339054
1859,116845.46079139372
1860,145401.87227259012
1861,116178.68987951042
1862,328466.2799487231
1863,310698.8826869569
1864,310718.5769234971
1865,339093.86406716035
1866,324007.4595690709
1867,225179.00454131805
1868,294914.18330460665
1869,205704.55142752008
1870,222139.84899799983
1871,245565.18501237806
1872,171180.3300160238
1873,234072.48715762555
1874,151834.03796132113
1875,193474.22526741732
1876,199778.36989538124
1877,208978.14893482078
1878,201197.5360746474
1879,126424.40524566149
1880,133711.35554622722
1881,250759.11243172348
1882,248330.42264658163
1883,187946.07780017785
1884,206372.19028684185
1885,234648.1246986699
1886,289908.21585050726
1887,211609.3479877754
1888,276136.87494128395
1889,169851.7415262709
1890,116490.89158860841
1891,132050.01614505833
1892,100392.61438841074
1893,128343.59885239473
1894,121855.06496538494
1895,131232.3000385361
1896,124589.87471909651
1897,113445.41648270136
1898,120544.02510794991
1899,156489.96801870188
1900,162755.2256180401
1901,160024.68315895813
1902,156570.86924814704
1903,215362.59777292938
1904,143579.64820718442
1905,199946.93065511153
1906,153157.08651498356
1907,215186.7431391946
1908,114557.47996110714
1909,132068.38830150478
1910,122247.61196879987
1911,218512.92326500124
1912,344515.60320722294
1913,148444.7086164572
1914,60328.15517345257
1915,302899.10797156504
1916,64167.74550657163
1917,240497.0959357195
1918,144462.19756373917
1919,180529.84435192193
1920,156839.65941775634
1921,378018.51943730534
1922,299630.7494804978
1923,242415.44035543286
1924,233009.6522421719
1925,195509.0874972198
1926,377704.0952656797
1927,131925.94721253347
1928,151396.0606959994
1929,128007.4317101901
1930,128605.8730575124
1931,143199.38611983365
1932,136929.9949973077
1933,183536.57912235145
1934,182621.30433764384
1935,165742.86661530135
1936,192952.02044270185
1937,178161.6058835456
1938,161684.68494631688
1939,238146.84311873227
1940,189054.67232879833
1941,168930.66168647664
1942,180240.83138072124
1943,208845.95880484802
1944,343829.3931335122
1945,376655.5496480278
1946,136279.4395287903
1947,299832.24420687405
